993859:{date_stamp=-4327, umbrella=2425, payload=........, name=4rvcje2117o2akqhsosouz401lnbljlf9id8dcyg, time=81169001, id=0l0erz78oa6qanncnrp7gaj3xlicd0kt, value=96482}
995080:{date_stamp=-5029, umbrella=3903, payload=........, name=yvk86d3bl53izft3idq0v6a4xdbxbhwmvabvwqva, time=47155018, id=uxy9gq0o4rajo36bz8ekd5gzud5wimg8, value=61581}
995081:{date_stamp=-15223, umbrella=297, payload=........, name=ddszpeq8e4f2ddvdn7afhsizvucr51mfirfhcs1f, time=44761792, id=jrnujjrata7c1ohaxymw8qs012744p3k, value=13667}
995082:{date_stamp=-14803, umbrella=4913, payload=........, name=nq9itfadmtzncddv7nnyc5ybckmxw53ctwa17brx, time=39263078, id=sdznd3ty49vvriprl1j7v126isfxu6kn, value=72353}
995083:{date_stamp=10679, umbrella=7877, payload=........, name=op41b8bxo9vvy77dap03467huglnblnrm6l4nyrg, time=4671987, id=vfjspgqchmjxhufqs82g2nfa2n3qa582, value=41246}
995084:{date_stamp=-10672, umbrella=1016, payload=........, name=ht9liz9rhznxqq58b96uoo5dir662uhksk6frihh, time=65661645, id=puag1r8irrn380u1kgg1uhs127paptku, value=82683}
995085:{date_stamp=-7802, umbrella=1137, payload=........, name=ki6jv6xauxflzz4bh5czs129nx4t3alkwfl025ze, time=50381163, id=7gg03b2bsjuwo7w5tj1c21if3a4x13al, value=39605}
995086:{date_stamp=9506, umbrella=4030, payload=........, name=d692z9q2js0utafv3gx7v9mjkt8x387zg640yh8r, time=36735454, id=w4x91bhr9n4fll0wnvkb87rzk6g8110m, value=67032}
995087:{date_stamp=12541, umbrella=6326, payload=........, name=r0wv3i4caspy402abn4ct788441iiiljrf60qgm4, time=37887340, id=0f7tkg5fwri3xlb232heyzqp13pxs8zr, value=30914}
995088:{date_stamp=-6817, umbrella=5991, payload=........, name=ngllt9mly36yonubodj9jwnp24gvodynxn77gxh5, time=71329595, id=op4orrv7wde2bqpfwzu52v8wpnruqnnv, value=32761}
995089:{date_stamp=2774, umbrella=7229, payload=........, name=emdy99x9gnft6ra228eh8h1oqibmcswkcf9ba70q, time=44511833, id=4308jnvcyr6i1hcz3faftz4ea3q6mpeb, value=74042}
995090:{date_stamp=-4286, umbrella=5766, payload=........, name=eguvf2ut4npqflt83szs5hxxfbfyetr26a1dsvzz, time=19002116, id=kvsec0of9m5k1bt1xpzwsxscv0zaevpi, value=66152}
995091:{date_stamp=-11517, umbrella=2140, payload=........, name=fkkr5pboxy3pxafibnifxwohouqpl382anukcw5a, time=41419812, id=lp7tgh1e32z2mbiwnpvbw4a1naiffdrk, value=52239}
995092:{date_stamp=11563, umbrella=1068, payload=........, name=u6bivheils55r18863yubzt1z642ckc6q4hhsqn2, time=83684761, id=3z1lks59s2es2b33074zjh5rs0ssbtk3, value=57935}
995093:{date_stamp=13469, umbrella=2823, payload=........, name=gnu251qp8m71nwcni6q7kgo3wgz65hpmn3vvsl7f, time=24424519, id=zdwyhgnzgdcbnw11rl476silqnedwgns, value=47825}
995094:{date_stamp=-19853, umbrella=5505, payload=........, name=grcggnjv4nmdf7pu1qoy9pteaj4w857w9n4h98z9, time=66874492, id=2ucoygk5pj5903q3ptyzzjs3rpvur69j, value=23411}
995095:{date_stamp=-15277, umbrella=4503, payload=........, name=fmhvldv1vlyg07mxhnng70dnjwey2j9qyx2myuhf, time=50909854, id=kykm1sydcnkgcofdzcbrfzbmwuzaxlni, value=89373}
995096:{date_stamp=-24122, umbrella=7575, payload=........, name=6w6qpe690x62jauj095uoc8lpwkso9zotb5jklhw, time=80117576, id=f9xw5lkn5rr5tiyt8bmhid8gzh0odsb7, value=35862}
995097:{date_stamp=-23921, umbrella=9580, payload=........, name=22cyn7q1v1f5t2q3zt7f981cr2zq5c87o2fxne71, time=37213346, id=62nv6ssxnzygu7j9ic06y077ak746g8k, value=22047}
995098:{date_stamp=-2570, umbrella=7541, payload=........, name=a4kr2xubrmv9cwl8jb8gsnxd38kvb3da515m5itn, time=62339611, id=khjiu4i702b1iuqu1rq69036jdmifhf1, value=23062}
995099:{date_stamp=11801, umbrella=1784, payload=........, name=ctd4s073f9s4ako346z1vlwsw79b3c27niq0z4qu, time=55731237, id=ae6wx1z4hh0myoagvsruktzf4n8fogm5, value=72164}
995100:{date_stamp=-15082, umbrella=4992, payload=........, name=z8ps0ui331osl2ifp7xrx47o7mnxecr4dcplo98k, time=6904040, id=c8o0ni4b3196nu189igjrprqpw99druf, value=25459}
995101:{date_stamp=7640, umbrella=3791, payload=........, name=gz3ktaqt0x6z94p90p19t6f9mfm3w71ng6juxomg, time=27919042, id=9wly0uqm5afbw2lle16sxuevatjefekh, value=13304}
995102:{date_stamp=6119, umbrella=4090, payload=........, name=r7u9re4fkjddlqn7zgszpb37q8jhfkdjoodkxg9m, time=54404366, id=7ygsnhe4ejlqx8zmgsd0jxot0qlosqs2, value=60070}
995103:{date_stamp=-18611, umbrella=4833, payload=........, name=lb7vggnvr25yshd43u9qgd8sc1t3aklkw7rfsn1c, time=53226585, id=qdk9worhmqp00c5emp5fhoge71y91duh, value=78222}
995104:{date_stamp=-23919, umbrella=6056, payload=........, name=kpawf3xvkcdcy03j4t7ceqtgt5sy4rsfqfkq88dz, time=26117841, id=826wxovytbd75qeeg4bl2qa5qyhh1sk5, value=51983}
995105:{date_stamp=15861, umbrella=363, payload=........, name=bsh4r286lq7071qw2n3uwbuyeyktfqign0xo33ot, time=36090967, id=mqwafoza3clwzb4du0cj27w30g9ogkvn, value=66929}
995106:{date_stamp=6645, umbrella=3257, payload=........, name=beowspbiob7ehm6463fatznhnjzgae1ry2jtg9m3, time=79478407, id=quyieaxswocv9cbqqrkpgndva076i4mq, value=18047}
995107:{date_stamp=-7028, umbrella=4141, payload=........, name=l0p9w2x5s9bmbtdl5s5jemcrbspgw0bhy9h59frf, time=1043109, id=ya9thrw6quisz9fr7vnhlpqsn3la8nzz, value=56634}
995108:{date_stamp=-14070, umbrella=4124, payload=........, name=orhcy2kucroz399ef16ptbm0sqe33743ylquhbnn, time=20278906, id=9ilkjwh6u2mztdq258pj5futmldo6g57, value=20496}
995109:{date_stamp=15955, umbrella=3340, payload=........, name=h05r8bbpr5k26xu75yosaej592jinktp2mmyefm5, time=66448228, id=d8cn1d7usqaxsoei2sqs3etmkmxjxgef, value=97769}
995110:{date_stamp=18145, umbrella=2365, payload=........, name=v5tpxdhug7xamq42x7obl3xnm2u7hxisekc96080, time=64376144, id=edv9z14j7cl315cqg5tx1f0h4f4pu7bu, value=35378}
995111:{date_stamp=-2523, umbrella=4767, payload=........, name=wge86tgopsbnpne9ow2ajm5j8ybqmntt1vnf0chu, time=4515615, id=t8a51f6nhj2qd5jgzn6ayvqjjdly9a1x, value=28960}
995112:{date_stamp=-673, umbrella=7302, payload=........, name=fhquk0shup9yl9j5x4bpq7dt0m9rjv0rcxvx8o63, time=25184692, id=xft4blok984h6y8wrcf15gs0c1cj5o4v, value=79018}
995113:{date_stamp=4749, umbrella=7257, payload=........, name=xjm426q2xyn3mncyjtgq5h1u39zmrcb7medijzhv, time=81556971, id=ks11hy3ajh8fe1i8bvkp6a64w0w842gc, value=70075}
995114:{date_stamp=-14733, umbrella=6053, payload=........, name=km6uafr56gtgskq2ovc1jqzdwm9fr4efamanqdyv, time=46853593, id=v0ts8zazljw68ul07nfr7nk2jlsn4a9c, value=94243}
995115:{date_stamp=16811, umbrella=1011, payload=........, name=nzrvvgfs4jhxm1od1yxig3q5jcubox560hgnlj4c, time=24917284, id=a2xq8ea9w01v3ecimgba8sznnfj1za6i, value=72545}
995116:{date_stamp=-4427, umbrella=7853, payload=........, name=qctvd0i2ftnobhv0bpl2dyqr0of8a3eage5hjf0q, time=62344503, id=s8stmpmg9wjqgyb4bss70hhhdfdklfb5, value=32541}
995117:{date_stamp=-22080, umbrella=7484, payload=........, name=moz4q6q599b1vff7rahnjhnsakyqeejy0beyycu1, time=77709419, id=owyb6a7si1955e14y4tz5dz5b726sdlt, value=30918}
995118:{date_stamp=5902, umbrella=5282, payload=........, name=pfv92zydhxx54moee6iocfd6kf462n7k6lkpckca, time=51932578, id=136p1cexnfp587sjb6vaz4txq7tw0n2k, value=74826}
995119:{date_stamp=-21643, umbrella=8660, payload=........, name=m9vd5migl306l7cpm9s8nbxeuxcscw6qtsy5jhdo, time=49630069, id=l9ylspczbfgf43irip4gwvhrxzxntp00, value=92370}
995120:{date_stamp=-20985, umbrella=842, payload=........, name=vqran062v579nmw5vb1msnur4utsm47441235ihf, time=79746402, id=vpjngxnlo10asx3ee52r577r5lzk3u0q, value=78567}
995121:{date_stamp=563, umbrella=1576, payload=........, name=8lhe877qmyrni2styprbiubr93y55cz9un8chag0, time=66257749, id=or0ma5knsbnl1jf81lbhqlxmbnh72i30, value=61649}
995122:{date_stamp=-316, umbrella=5108, payload=........, name=ztdox7z2o30qy4ngndqu0g81dooco0lgfs9s8jyy, time=80391379, id=lr2nn3hwdh514gkcw3vxvmqpikec2r9v, value=85299}
995123:{date_stamp=11283, umbrella=7121, payload=........, name=zism10g9ttc5vnm7whgdpq7i2y0xl4ugho2wa497, time=74279238, id=3ktezd098l5w90twc2gzju3hgti3jxrz, value=80385}
995124:{date_stamp=-8129, umbrella=2522, payload=........, name=09v039hhw151fxuzohhruqx794qr3zeou40rx9mu, time=69097778, id=tyzthyv7naclajxyujgsbm5eaqkjeuqp, value=66270}
995125:{date_stamp=-2491, umbrella=879, payload=........, name=agbyi3i40ovl0vmb2sqhikfx5ll0w0zldz0zeyw4, time=44510071, id=vr8ftarurrk6lkzy3ablegkkqlafa4t2, value=75183}
995126:{date_stamp=17168, umbrella=8324, payload=........, name=4m2jg315k5jrn1ihd2e1zokymjdfotajwi5byie4, time=39513279, id=l4oogsv1lmibls3ibkv0qke2bey8degl, value=12641}
995127:{date_stamp=11236, umbrella=1851, payload=........, name=tl3kce7bv547ewnpxfp7utiduoadus57gvyuil2c, time=21966477, id=s0pi86sr7u14dyd7oym6rw0lwecfgkkp, value=21733}
995128:{date_stamp=12276, umbrella=4390, payload=........, name=eiyvzgdy04yymmd51bygc41sc6gw8eq5x4h5mwhl, time=60940957, id=1or6f9lnkcz402h9m81pjuw0ggjg01uf, value=18422}
995129:{date_stamp=-12436, umbrella=6532, payload=........, name=v0hwtegeop3h7wii5bc97n2eyqghmeh0y73e3f9p, time=16218892, id=tjshpoyffgpsvaljxs1r38cvycjpuf9n, value=59261}
995130:{date_stamp=9178, umbrella=3394, payload=........, name=aeecqrwz5uq2om8kqyuehshvss232lfszbok352e, time=55952014, id=i7qqp4z0vv2ftrib3fbstf8kwh9s62dc, value=51656}
995131:{date_stamp=8230, umbrella=8761, payload=........, name=zq8nk047wfrwo5nv505k8aygy8b74q4uj1bdytnu, time=85838587, id=x70qiqh9vezm13kbgeun7lqog0i2bj2a, value=41488}
995132:{date_stamp=7428, umbrella=4644, payload=........, name=c8wvpesbhnucapx62g9ixp54ktlm08jaw41wjzzx, time=56860308, id=msg9be53do9dflmuq5pha8rj8wz9wps9, value=15734}
995133:{date_stamp=1458, umbrella=8450, payload=........, name=vqu5lpntv94cqly64auyxzhq6efwzw1bogcex5fy, time=45286051, id=af44lzgsq0273bzgfm8yh4jbif9348fx, value=16018}
995134:{date_stamp=4295, umbrella=1297, payload=........, name=e3g52x21c9reclpeezy9y04cm768ull7gdzxg7lz, time=61670471, id=jehxpaj49ttx1ccx243tdp0pt875wlra, value=44935}
995135:{date_stamp=15541, umbrella=2729, payload=........, name=0hom7tck38ep4xhslttlzj68sg26y22fb5273jky, time=28796046, id=qelzcrt0plfyd3iy2mdf5s2s6f55v4nr, value=5148}
995136:{date_stamp=1098, umbrella=1559, payload=........, name=ocxicroxo5bg8zpsy8ajakprapfnqf8yitdhqqqk, time=34459685, id=3blamawsffc2pwd25ruhxykub6upddzm, value=80307}
995137:{date_stamp=7032, umbrella=2032, payload=........, name=d3ejz86w9tu21p6afv5drcxsq48bw8qt1n4rs6b9, time=933465, id=e9nzldexiqb03yyfh2esawavxvaj24u7, value=4238}
995138:{date_stamp=-24207, umbrella=6024, payload=........, name=6lw8scwu5lg08s7hborhzh4ss63vj5416yr2tgeg, time=34615222, id=tev5upb7arjp5oikiv3dx7cc851hz19a, value=75609}
995139:{date_stamp=-22747, umbrella=5802, payload=........, name=xbrmfthydaauzgap503evaad56lsbv8npk9wpem7, time=5140884, id=p1pnt8q5pkdfga8p6s2uhq6xdvzqkdb7, value=57935}
995140:{date_stamp=4934, umbrella=3164, payload=........, name=uskosazdh5jkvrsej25l8bzm96baynn9nvh6rj93, time=35794724, id=cbnug79f9oq3xgtq6ranjujap07syq3b, value=36644}
995141:{date_stamp=-12913, umbrella=8490, payload=........, name=28brjj1gy8d5609lzarm817xufpk29tj2r1kpqhc, time=62668788, id=opqcpsd17qg5y2rw9mnbn9d16ohjjjpt, value=41911}
995142:{date_stamp=2019, umbrella=2491, payload=........, name=32ro56g3tziv9hsmffz06pwb31fpxrhjguu3qlyx, time=82523064, id=7dkateyd1k2lw8pnkv55qvtj4lp953mz, value=7599}
995143:{date_stamp=-16916, umbrella=4324, payload=........, name=xaypbb6tqsupmqunnvyzro70sjh1tnueal0d8ah0, time=79406495, id=czb5xr7a603dglwnw6au86yc115hej7h, value=41242}
995144:{date_stamp=15591, umbrella=2393, payload=........, name=4wbgydaf1dn6b5jcikgr1xkpj99np9hzjtcv2av3, time=11098620, id=br0xtv9pm2ypx2hn5r4nqo2674jct1zi, value=89592}
995145:{date_stamp=-947, umbrella=6236, payload=........, name=1ztpsl2sqnt3jxhgs0824nd4c0kw8phuvpj2xl1z, time=64625256, id=qf77g336245olaj8cizx6r0g8bynci0f, value=31693}
995146:{date_stamp=-6254, umbrella=4067, payload=........, name=y7dr0fpkj925l7sfdtjmeilp1a5cqr6wuxnkesk1, time=59067582, id=0u6alt1vlf9vcbwbbr5kilfg9vzwvxq6, value=56470}
995147:{date_stamp=15476, umbrella=5256, payload=........, name=k9180zk53z4ta05kwjha98aliyisyxke0cm5wmjd, time=54579334, id=6ho7q3j1445yqdcpxflk5az53x3h5av1, value=23479}
995148:{date_stamp=-9355, umbrella=5969, payload=........, name=unvkp74kefspjwx6ov7v7r2jrggfrqcyuvyu77e5, time=3316249, id=md3oulx92gfnmwxvi3jleqyrwb4qzty7, value=71419}
995149:{date_stamp=-433, umbrella=5689, payload=........, name=7rgrd2ju3p4sj9uky2stuhofa48fnpuca35y931i, time=32186208, id=co6mlqfmjtt7qtk3gt6s4r6g71x0l1et, value=63146}
995150:{date_stamp=-20222, umbrella=6131, payload=........, name=17xzr8rgqc34r8yxfksm1ypo589akxgwdns9zm7r, time=22082088, id=oovf88nw9catiyitmv6m24z21yce7h2a, value=52042}
995151:{date_stamp=-10889, umbrella=3081, payload=........, name=0c4zqla2s1rvbleprgcnhvjf6k8qsrnfbq38v567, time=36654207, id=vn6v6rltqg5vlpvu1izmppfohs92m4lh, value=32868}
995152:{date_stamp=16016, umbrella=8181, payload=........, name=awva2e8wuhhqiogxb8o2pgt24ca5r34o8bq4gbsd, time=81881295, id=j04lchc7cdsa3jfcx91uw100gqi1rk95, value=71605}
995153:{date_stamp=-4497, umbrella=9093, payload=........, name=2h9sxaobascze8v7q5uwmnbxudu1zvg6kyjjnlpv, time=7998581, id=ehjlbpgl89y97cpdhob050pbrrgd8lzg, value=15752}
995154:{date_stamp=-18297, umbrella=5772, payload=........, name=cdnq72fpl59botl3r30m7jibaz4ew3p6sx37moog, time=18866407, id=853kxaaja27btrnojq3486oyxrg6aknm, value=74669}
995155:{date_stamp=17064, umbrella=4001, payload=........, name=xwg32bbb94ns9i5jyu971owacqsro7568ckxpa15, time=16736785, id=ja02nesmws1tiwmpifb8zo3404rd2z97, value=43357}
995156:{date_stamp=-25085, umbrella=9381, payload=........, name=2xmckpgmhltjse1fdsu62uxcs6s6juiewozexlwa, time=64868649, id=sxzos5i1o72wcp87neoabroxsxd7o4ug, value=88657}
995157:{date_stamp=-18053, umbrella=2091, payload=........, name=nlsr4gmnzavjwgzdptxp7ccwhzzm7sgnlmt3ur0h, time=3951615, id=c9mv4ndbmy6izxxeuv98jw6paoozxkzd, value=91606}
995158:{date_stamp=-14798, umbrella=6380, payload=........, name=vejsifwnh57za1vm3qpdfoni6sk0q8rb8wsjo5h6, time=84284434, id=p4d3z0t3bc42daot3lku69hjgpo97e87, value=50522}
995159:{date_stamp=-1141, umbrella=680, payload=........, name=cdl3q2ten55f38z720k1knj2jo0fnfh01fcjye8o, time=26253970, id=61v3bgod3939tq5t528cbtzp8ff4hu77, value=37446}
995160:{date_stamp=6008, umbrella=4881, payload=........, name=5xlujl7zvjyiyn8sogu2kjfraw3i4f8i8gwqy1cq, time=32495035, id=ezf4ko6q033i98mof2qzkmpztgn4nyyn, value=84181}
995161:{date_stamp=10517, umbrella=8894, payload=........, name=i56xoic7fkijefybnwlcnjmd79qzc8b7dj5057ox, time=6689787, id=lg60hm3qcgkaugzcwnqqiyjnn8vstimo, value=92032}
995162:{date_stamp=1497, umbrella=3695, payload=........, name=krwdnobr8hcqauv2ojb10uq1bkvkgy3qtls6butx, time=29133895, id=379lyjes55i62si605wzptqlsa4z7c01, value=7184}
995163:{date_stamp=-23218, umbrella=5025, payload=........, name=l9ai3nkse2q91rr3y1l7qpk0jxljseaozksd1ngn, time=24871604, id=jkvlmnq274dxsrnibv774x40ogth1ncl, value=48884}
995164:{date_stamp=-8562, umbrella=8901, payload=........, name=qwr4i6ygwnmmeh3ugq2b98xij4fkqgtft9t9mvmh, time=51306633, id=ck8k793btgid3m89gpvsieu1b0re9m72, value=83231}
995165:{date_stamp=7692, umbrella=7987, payload=........, name=rxl5c1r91ttai0czmugz0jqjlxs4ql0gocj16g7e, time=39330374, id=sf3ar8qto3k2xjlsc6b0gre97eb2f9lf, value=92775}
995166:{date_stamp=12846, umbrella=6689, payload=........, name=b796t3e1wddrk0is2qm3rbig56u1auxu2h99b5q3, time=8131098, id=qgfjb4sopipugh4iyq97fojhksmi9xt3, value=46252}
995167:{date_stamp=12514, umbrella=3485, payload=........, name=dlbjqiclcd26ul0pvyqwnhufrihnwr95zci30at9, time=31700270, id=j01behdb5j5eyozbtr0alqsuv90oo3or, value=39836}
995168:{date_stamp=12512, umbrella=7876, payload=........, name=yhdygiehzh6cb5vi0ss5memy80spxvxzognyostd, time=42780598, id=sqvyvs2zf4i3ymeuellhwxaibqe0ha7k, value=40812}
995169:{date_stamp=14067, umbrella=1251, payload=........, name=l6dqyf7nlwyub49lipvslg7nxp1mcazcu7rhlxc2, time=73349532, id=ip3hscqubmr684jyq63ga856yqa02ua9, value=18995}
995170:{date_stamp=10048, umbrella=2654, payload=........, name=xlpv52pxyrffgdzwnv606nee67k8yjqnipjtyct6, time=28134694, id=2wfly0p4zq00c3nzfjh6co2m67yv6eg4, value=71055}
995171:{date_stamp=-17805, umbrella=1237, payload=........, name=w50qyjfjh6k1b79hdhrnar4hk2lb8lvkpcgjdqb4, time=32483890, id=65y58e0vfj6ug8t4dqlkwpjevch19vc4, value=37453}
995172:{date_stamp=-1100, umbrella=1537, payload=........, name=bnia0dliserrbovsm2v22y26adcx7dvgoscicz43, time=35241851, id=4d7aj6f1xf7rtljzu4aemw4yzgrry6j5, value=31581}
995173:{date_stamp=-23428, umbrella=1079, payload=........, name=n8mspzkks62fqprcm97d060grotal8zlkwrhya9h, time=30022119, id=0tb9hiemyrk5x8gi2ull1v3ih3w3w4v1, value=36891}
995174:{date_stamp=-17678, umbrella=7917, payload=........, name=52dghfakihigscynxmfquruhdf8x2phwj0whdteu, time=14429313, id=nzg2m0utwg2qnuabd72utt87wpdyuhy6, value=9378}
995175:{date_stamp=11780, umbrella=5757, payload=........, name=113x63yiw9mdh8utsjlapxfwx894nqcdi6dwwi3h, time=74603900, id=490ou9m194t6zrqj6v2jkf12wok12ftr, value=68231}
995176:{date_stamp=-18500, umbrella=5953, payload=........, name=fih7a0h0ve61ed3tftjbdxdido6qd5oz536t1d8m, time=33481571, id=uex7h0dh4rnsztpbjkzg5lq7xmirw4wd, value=34802}
995177:{date_stamp=-8862, umbrella=5257, payload=........, name=t28lh5t3kh98warz6nyjuql4eknttk46daeium7x, time=27130614, id=3f6sagthesk1e8uzxwodkf7yz4mg3yyq, value=5439}
995178:{date_stamp=-20472, umbrella=6374, payload=........, name=jx6f1xht6midzi9ohoobr3bq8mupmytc18rla7lr, time=75890, id=w71jfu4bfr52e1g01lv3qv5ocn2i96mj, value=33592}
995179:{date_stamp=-13066, umbrella=5591, payload=........, name=8ohky2248n1pqmj43cgf1re8lini0hi8c0njmm6n, time=58899229, id=32t2bvt8w5zdelp49fnt6kop9c0c35bc, value=85847}
995180:{date_stamp=-7480, umbrella=6814, payload=........, name=7hyia0xdr9y6sj9jh6x9rkhalcq4xlcdyfldcjg9, time=16319735, id=1u6mp9fdo0pznb6ekepbsc4sg7d3apk6, value=24383}
995181:{date_stamp=-20870, umbrella=3821, payload=........, name=9g9mjz4fovbmtyhzi0jltkwne85b3gzvs2veltbk, time=13109315, id=xqmcolv89mfz76wm0oukkmaa1gelmas4, value=99132}
995182:{date_stamp=-19726, umbrella=7927, payload=........, name=gszjknyb08suufj6r7zp42x4jzrmdunudgx3o9se, time=84904385, id=87f9xy6ymvo7wln3pkoq7jpvlqqfpd08, value=53115}
995183:{date_stamp=11507, umbrella=9903, payload=........, name=be4pdld870qm047krxu21cxrdrcg2mruodijdbod, time=27612340, id=czbaz5eshjqr9omq44oupz8eijakj8l6, value=22654}
995184:{date_stamp=17260, umbrella=7882, payload=........, name=dfvr4gcxju10flyxq88m4khedzutmmpn6bwj6ufc, time=67118250, id=03ys8orbo8aqree7bge3vvkljqq37k6o, value=42712}
995185:{date_stamp=7022, umbrella=9081, payload=........, name=mw1q9hqrh9xq6p9gtxdztiqgmosng8e72v2drk8b, time=3616991, id=ihx3kfwv1oteyjsatgwxp7xhujyj1cfu, value=92096}
995186:{date_stamp=-11266, umbrella=1093, payload=........, name=1r48y5jex0hyr2z41v22vimy7a62jlg2u618gtvy, time=62195104, id=qai0hseggbcfqykk3keucs3jcg04ktr6, value=17567}
995187:{date_stamp=18208, umbrella=4616, payload=........, name=ukjd3z8mt64q7yoakseqz4jmfu0tyy16enn2l0b6, time=52536442, id=vr8piawh261bmos1daidyfm4z29tug1v, value=72330}
995188:{date_stamp=-714, umbrella=8747, payload=........, name=kbh23ssunmxdhqkg9k958ew8p09lz08bpkodypfj, time=51726833, id=bocl0h5zus2824exdmtry8rrzdeg27i8, value=44721}
995189:{date_stamp=-19700, umbrella=159, payload=........, name=nyjcfdnjkjikag3qf28zxkstlzijwfd7lhjvug3c, time=37200572, id=jfdujwwikjf3baatfnc9v5oayu98ngff, value=63604}
995190:{date_stamp=-9974, umbrella=3355, payload=........, name=wd3ea1bys5qfoapjj022yi2wygjog9hw1o710jdj, time=23689898, id=laa1uhjq8v460w7ry1c2b2mc19xqnljt, value=26355}
995191:{date_stamp=11735, umbrella=3906, payload=........, name=f6gt11uogtr8wilmmgklp3ik4vr7b4he0a0r7bts, time=33756414, id=c941p0uran6s9js1vr828q2y95u00zg7, value=27876}
995192:{date_stamp=6593, umbrella=1976, payload=........, name=qxp0h1ge0qehtdvy2n0a19gf78cn9na2niqzthfu, time=29760212, id=ie588gjr6fho2373em294c3m2utnuovx, value=96026}
995193:{date_stamp=-9312, umbrella=3759, payload=........, name=w5pkp5omp39kkrhy0bz5n6xfrfdzgbo7g1hz6xjw, time=23017972, id=0yuc99qq9o46sfhstcrm34a346tvnj63, value=96378}
995194:{date_stamp=15410, umbrella=9472, payload=........, name=h5f2x513ji2900yef9a1i7jto3ge4l2tpy0fo278, time=71627340, id=dbg87ivr6ejf7dsj4ficiwochcne9w2b, value=910}
995195:{date_stamp=-7263, umbrella=9765, payload=........, name=1i7vksobp9ssrf9qs2g4b0x97jr5pat7iqbhfrk7, time=52501974, id=dw8d39dy2mcjzozesvawj5mc6k5nlzg7, value=97470}
995196:{date_stamp=-149, umbrella=156, payload=........, name=334fv29kmib3z9ep2ezd85sszvo4f5m30x5437p9, time=6505034, id=pkhzda0q4i2yo5wikwrmnu06jzuz4f03, value=23330}
995197:{date_stamp=-10565, umbrella=2240, payload=........, name=q79i91fkk7d1eli4p5ngnq25w8xmcmx6vikuemm8, time=42442359, id=4zkyfdiuw1zonpbhfzv31qhalew89i2l, value=48712}
995198:{date_stamp=-18473, umbrella=956, payload=........, name=yj5w1oenktp13fgvuk3ylfu228iw2u2i0srapw29, time=4012409, id=8hgerm02x0yvgjcium7kizpr5gwipa6s, value=9311}
995199:{date_stamp=4917, umbrella=1158, payload=........, name=yrceovw3jin2v79qpxbe3nuzkgjlhhlta3wzi1kx, time=51459770, id=mmk67swf23fvf122jowbhbf0a9ad5p2w, value=76045}
995200:{date_stamp=6920, umbrella=9759, payload=........, name=x7tu08ltt3wi2h3vbzqfuv5kvt565e9mp0bhcs9j, time=39618928, id=ry3zy4n65mtee3a0v793lrkhuyb5vh9y, value=3637}
995201:{date_stamp=17309, umbrella=6872, payload=........, name=eeznbxmznsglds2epmx1nhf15066a9svijwi96d2, time=7879125, id=9kww7i8vec3fi8qvcfor9f8r0cby2ydz, value=45538}
995202:{date_stamp=5340, umbrella=5645, payload=........, name=tuw4ad423r3vlh9vw5d2pvyfx1kcikcx97y0r3xu, time=75470259, id=36zj0nv3gt4crudmg8amsofdvcs687vu, value=33188}
995203:{date_stamp=-12871, umbrella=6546, payload=........, name=yv59bkf4yrwb64js132cqwrrjzvdelnblr8qj45h, time=43785546, id=q7lfwwpkcrzl9blzayzfz2rghlg504cq, value=60623}
995204:{date_stamp=-13823, umbrella=8573, payload=........, name=ovaz7jbwohnr28gc6sxairfrixd4mj9wz4pz2ort, time=42705430, id=306k4x8wqm28fkzf1d6uq76ehgk4copp, value=3822}
995205:{date_stamp=-15160, umbrella=3658, payload=........, name=739gvgjlzjio7vjhxtkfi33ns5mpy375u1myxntm, time=23267304, id=qxrxuxeuea4nsomxy32irq8e8txlmqsk, value=4337}
995206:{date_stamp=-24838, umbrella=4135, payload=........, name=ft4zgl3ynwi6n0w0m0lu17u0tkveyc99kw0t761a, time=13507049, id=0w7u74cn6ho9t7uiqs1jxpa2mc7z0obl, value=65209}
995207:{date_stamp=160, umbrella=7831, payload=........, name=g7bikvd50qpe5c2f8e3buywjo9shtcx4t3qrsjx3, time=77074904, id=xehqz42r77ew56cnkfoxzq1ezuz1t87h, value=44452}
995208:{date_stamp=-22730, umbrella=3999, payload=........, name=zrq0r8w3mwzwmmmf1wonu60aso55fyb564960zjv, time=600403, id=ozo2tt3oinrsomis6rsna8tlrznbqzql, value=21318}
995209:{date_stamp=6593, umbrella=8169, payload=........, name=q4yp52lkvszffyk9c6fawiamzhbd0b7gdkt6c2mk, time=286539, id=3vwt0lrmdpbvlr55wq0smmnbrbf8vqgc, value=38447}
995210:{date_stamp=6578, umbrella=9191, payload=........, name=u38stguo22xlvjiyityd63xmj1aerif4rco2dmpx, time=27167948, id=vot9qmbpb59i0gqyhcgc9cz8eaaqxafk, value=47984}
995211:{date_stamp=-7250, umbrella=1986, payload=........, name=ui2i456kgvga2trlmp1j4mds1srk33jpae2zhgey, time=22575641, id=k7zf9py6eo781nlkkdr56krlwiwn52e5, value=71824}
995212:{date_stamp=12140, umbrella=9752, payload=........, name=4194sy0o33id6myk17w79ix3v2fqflp8c0n6ur18, time=79961169, id=dmbwoa1wseivnbrzewm8bhubv0x2x4og, value=62963}
995213:{date_stamp=4490, umbrella=4831, payload=........, name=t109m0j9y4spifyad0rupkum7x38h9jlwd2b2tvl, time=61644791, id=afubdihgs4cuzwucidc2g14o95lohspa, value=40794}
